idfield;cropseason;village;soil;area;tillagesystem;CAyear;sowdate;x24d;glypho;manure;urea;npk;nitrogen;rainsow;rainflow;raincycle;rainyear;yield
F2009100295;Y09_10;Ambohitsilaozana;lowland;0.1;till;Y0;2009-12-27;N;N;0.0;0.0;0.0;0.0;37.1;360.8;927.6;1089.9;3850.0
F2009100296;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y1;2009-12-15;N;N;0.0;0.0;0.0;0.0;31.1;99.7;939.2;1089.9;4300.0
F2009100297;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y1;2009-12-19;N;N;0.0;0.0;0.0;0.0;20.4;164.9;929.1;1089.9;3800.0
F2009100298;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y1;2009-12-02;N;N;0.0;0.0;0.0;0.0;92.2;26.2;1015.7;1089.9;3100.0
F2009100299;Y09_10;Ambohitsilaozana;lowland;0.4;till;Y0;2009-12-11;N;N;0.0;0.0;0.0;0.0;45.5;67.1;946.1;1089.9;3432.5
F2009100300;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y3;2009-12-03;N;N;0.0;0.0;0.0;0.0;91.5;27.9;1011.0;1089.9;4130.0
F2009100301;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y1;2009-12-14;N;N;0.0;0.0;0.0;0.0;32.3;112.5;946.0;1089.9;4200.0
F2009100302;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y2;2009-12-15;N;N;0.0;0.0;0.0;0.0;31.1;99.7;939.2;1089.9;4530.0
F2009100303;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y2;2009-11-30;N;N;0.0;0.0;0.0;0.0;81.6;19.5;1015.9;1089.9;2500.0
F2009100304;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y1;2009-12-10;N;N;0.0;0.0;0.0;0.0;83.2;67.3;946.1;1089.9;4075.0
F2009100305;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y1;2009-12-11;N;N;0.0;0.0;0.0;0.0;45.5;67.1;946.1;1089.9;4185.0
F2009100306;Y09_10;Ambohitsilaozana;lowland;0.2;till;Y0;2009-12-14;N;N;0.0;0.0;0.0;0.0;32.3;112.5;946.0;1089.9;2062.5
F2009100307;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y4+;2009-12-10;Y;Y;0.0;0.0;0.0;0.0;83.2;67.3;946.1;1089.9;2747.9
F2009100308;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y4+;2009-11-15;Y;Y;0.0;0.0;0.0;0.0;9.6;151.3;992.8;1089.9;5350.0
F2009100309;Y09_10;Ambohitsilaozana;lowland;0.1;till;Y0;2009-11-30;N;N;0.0;0.0;0.0;0.0;81.6;19.5;1015.9;1089.9;3060.0
F2009100310;Y09_10;Ambohitsilaozana;lowland;0.1;till;Y0;2009-11-30;N;N;0.0;0.0;0.0;0.0;81.6;19.5;1015.9;1089.9;3244.4
F2009100311;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y3;2009-11-27;N;N;0.0;0.0;0.0;0.0;67.5;17.2;1030.1;1089.9;4024.1
F2009100312;Y09_10;Ambohitsilaozana;lowland;0.1;till;Y0;2009-11-30;N;N;0.0;0.0;0.0;0.0;81.6;19.5;1015.9;1089.9;3570.0
F2009100313;Y09_10;Ambohitsilaozana;lowland;0.4;ca;Y1;2009-12-05;N;N;0.0;0.0;0.0;0.0;84.4;63.5;973.3;1089.9;2915.0
F2009100314;Y09_10;Ambohitsilaozana;lowland;0.2;till;Y0;2009-12-07;N;N;0.0;0.0;0.0;0.0;77.6;67.4;960.4;1089.9;3870.0
F2009100315;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y1;2009-12-09;N;N;0.0;0.0;0.0;0.0;86.0;67.3;956.4;1089.9;4720.0
F2009100316;Y09_10;Ambongabe;lowland;0.1;ca;Y4+;2009-12-22;Y;Y;0.0;0.0;0.0;0.0;25.0;406.5;685.3;801.7;3140.0
F2009100317;Y09_10;Ambongabe;lowland;0.2;ca;Y2;2009-12-31;N;N;0.0;0.0;0.0;0.0;110.7;299.5;685.3;801.7;2160.0
F2009100318;Y09_10;Ambongabe;lowland;0.1;ca;Y2;2009-12-30;N;N;0.0;0.0;0.0;0.0;88.7;299.5;685.3;801.7;2080.0
F2009100319;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-12-10;N;N;0.0;0.0;0.0;0.0;83.5;6.5;718.8;801.7;2890.0
F2009100320;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-12-10;N;N;0.0;0.0;0.0;0.0;83.5;6.5;718.8;801.7;2993.8
F2009100321;Y09_10;Ambongabe;lowland;0.2;till;Y0;2009-12-20;N;N;0.0;0.0;0.0;0.0;31.0;339.3;685.3;801.7;4617.5
F2009100322;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-11-30;N;N;0.0;0.0;0.0;0.0;46.0;14.3;768.8;801.7;2280.0
F2009100323;Y09_10;Ambongabe;lowland;0.1;ca;Y4+;2009-12-20;N;N;0.0;0.0;0.0;0.0;31.0;339.3;685.3;801.7;4995.0
F2009100324;Y09_10;Ambongabe;lowland;0.3;ca;Y1;2009-12-10;N;N;0.0;0.0;0.0;0.0;83.5;6.5;718.8;801.7;2040.0
F2009100325;Y09_10;Ambongabe;lowland;0.4;ca;Y1;2009-12-12;N;N;0.0;0.0;0.0;0.0;65.2;102.3;716.3;801.7;2900.0
F2009100326;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-12-29;N;N;0.0;0.0;0.0;0.0;69.7;299.5;685.3;801.7;2390.0
F2009100327;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-30;Y;Y;0.0;0.0;0.0;0.0;88.7;299.5;685.3;801.7;2490.0
F2009100328;Y09_10;Ambongabe;lowland;0.2;ca;Y2;2009-12-11;N;N;0.0;0.0;0.0;0.0;65.2;16.5;716.3;801.7;1890.0
F2009100329;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-13;Y;N;0.0;0.0;0.0;0.0;53.2;118.0;716.3;801.7;3200.0
F2009100330;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-12-27;N;N;0.0;0.0;0.0;0.0;43.9;311.2;685.3;801.7;3052.0
F2009100331;Y09_10;Ambongabe;lowland;0.3;ca;Y1;2009-12-17;N;N;0.0;0.0;0.0;0.0;33.5;128.0;685.3;801.7;3250.0
F2009100332;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-12-14;N;N;0.0;0.0;0.0;0.0;53.2;118.0;714.8;801.7;2737.5
F2009100333;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-12-12;Y;Y;0.0;0.0;0.0;0.0;65.2;102.3;716.3;801.7;3416.7
F2009100334;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-17;N;N;0.0;0.0;0.0;0.0;33.5;128.0;685.3;801.7;2598.0
F2009100335;Y09_10;Ambongabe;lowland;0.3;till;Y0;2009-12-12;N;N;0.0;0.0;0.0;0.0;65.2;102.3;716.3;801.7;2161.7
F2009100336;Y09_10;Ambongabe;lowland;0.1;ca;Y4+;2009-11-30;Y;Y;0.0;0.0;0.0;0.0;46.0;14.3;768.8;801.7;2360.0
F2009100337;Y09_10;Ambongabe;lowland;0.3;ca;Y1;2009-12-06;N;N;0.0;0.0;0.0;0.0;59.0;1.7;738.5;801.7;2380.0
F2009100338;Y09_10;Ambongabe;lowland;0.1;ca;Y2;2009-11-28;N;N;0.0;0.0;0.0;0.0;35.3;14.3;773.8;801.7;2295.0
F2009100339;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-12-31;N;N;0.0;0.0;0.0;0.0;110.7;299.5;685.3;801.7;2450.0
F2009100340;Y09_10;Ambongabe;lowland;0.1;ca;Y2;2009-12-18;N;N;0.0;0.0;0.0;0.0;31.0;230.5;685.3;801.7;2861.0
F2009100341;Y09_10;Ambongabe;lowland;0.6;ca;Y1;2009-12-06;N;N;0.0;0.0;0.0;0.0;59.0;1.7;738.5;801.7;1985.8
F2009100342;Y09_10;Antsahamamy;hillside;0.1;ca;Y2;2009-12-10;N;N;0.0;0.0;0.0;0.0;79.0;55.4;836.3;939.0;2500.0
F2009100343;Y09_10;Antsahamamy;hillside;0.0;ca;Y2;2009-12-19;N;N;0.0;0.0;0.0;0.0;37.3;286.0;804.5;939.0;2800.0
F2009100345;Y09_10;Ambohitsilaozana;lowland;1.5;ca;Y1;2009-12-29;N;N;0.0;0.0;0.0;0.0;63.9;342.6;927.9;1089.9;3650.0
F2009100346;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y1;2009-12-08;N;N;0.0;0.0;0.0;0.0;83.1;67.4;956.7;1089.9;3700.0
F2009100347;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y1;2009-12-13;N;N;0.0;0.0;0.0;0.0;45.5;97.6;946.0;1089.9;4100.0
F2009100348;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y1;2009-12-17;N;N;0.0;0.0;0.0;0.0;20.5;114.4;931.0;1089.9;3390.0
F2009100349;Y09_10;Ambohitsilaozana;lowland;0.3;ca;Y1;2009-12-10;N;N;0.0;0.0;0.0;0.0;83.2;67.3;946.1;1089.9;4800.0
F2009100350;Y09_10;Ambohitsilaozana;lowland;0.5;till;Y0;2009-12-12;N;N;0.0;0.0;0.0;0.0;45.5;78.7;946.0;1089.9;2354.0
F2009100351;Y09_10;Ambohitsilaozana;lowland;0.5;ca;Y4+;2009-12-18;Y;N;0.0;0.0;0.0;0.0;20.5;133.9;929.1;1089.9;2780.0
F2009100352;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y1;2009-12-03;N;N;0.0;0.0;0.0;0.0;91.5;27.9;1011.0;1089.9;4500.0
F2009100353;Y09_10;Ambohitsilaozana;lowland;0.3;till;Y0;2009-12-09;N;N;0.0;0.0;0.0;0.0;86.0;67.3;956.4;1089.9;3150.0
F2009100354;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y1;2009-12-02;N;N;0.0;0.0;0.0;0.0;92.2;26.2;1015.7;1089.9;4800.0
F2009100355;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y1;2009-12-12;N;N;0.0;0.0;0.0;0.0;45.5;78.7;946.0;1089.9;3850.0
F2009100356;Y09_10;Ambohitsilaozana;lowland;0.5;ca;Y1;2009-12-08;N;N;0.0;0.0;0.0;0.0;83.1;67.4;956.7;1089.9;4480.0
F2009100357;Y09_10;Ambohitsilaozana;lowland;0.5;ca;Y1;2009-12-05;N;N;0.0;0.0;0.0;0.0;84.4;63.5;973.3;1089.9;4800.0
F2009100358;Y09_10;Ambohitsilaozana;hillside;0.2;ca;Y1;2009-12-14;N;N;0.0;0.0;0.0;0.0;32.3;112.5;946.0;1089.9;2365.0
F2009100359;Y09_10;Ambohitsilaozana;lowland;0.1;till;Y0;2009-12-06;N;N;0.0;0.0;0.0;0.0;74.8;63.5;973.3;1089.9;2534.5
F2009100360;Y09_10;Ambohitsilaozana;lowland;0.5;till;Y0;2009-12-17;N;N;0.0;0.0;0.0;0.0;20.5;114.4;931.0;1089.9;1746.0
F2009100361;Y09_10;Ambohitsilaozana;lowland;0.3;till;Y0;2009-12-05;N;N;0.0;0.0;0.0;0.0;84.4;63.5;973.3;1089.9;2083.3
F2009100362;Y09_10;Ambohitsilaozana;lowland;0.3;ca;Y3;2009-12-05;Y;Y;0.0;0.0;0.0;0.0;84.4;63.5;973.3;1089.9;2736.8
F2009100363;Y09_10;Ambohitsilaozana;lowland;0.5;ca;Y1;2009-12-09;N;N;0.0;0.0;0.0;0.0;86.0;67.3;956.4;1089.9;2220.0
F2009100364;Y09_10;Ambohitsilaozana;lowland;0.5;till;Y0;2009-12-07;Y;Y;0.0;0.0;0.0;0.0;77.6;67.4;960.4;1089.9;2120.0
F2009100365;Y09_10;Ambohitsilaozana;lowland;0.5;till;Y0;2009-12-17;N;N;0.0;0.0;0.0;0.0;20.5;114.4;931.0;1089.9;2346.0
F2009100366;Y09_10;Ambohitsilaozana;lowland;1.0;ca;Y1;2009-12-15;N;N;0.0;0.0;0.0;0.0;31.1;99.7;939.2;1089.9;3134.0
F2009100367;Y09_10;Ambohitsilaozana;lowland;0.5;till;Y0;2009-12-08;N;N;0.0;0.0;0.0;0.0;83.1;67.4;956.7;1089.9;3031.1
F2009100368;Y09_10;Ambohitsilaozana;lowland;0.5;ca;Y3;2009-12-06;N;N;0.0;0.0;0.0;0.0;74.8;63.5;973.3;1089.9;3777.8
F2009100369;Y09_10;Ambohitsilaozana;lowland;0.3;ca;Y1;2009-12-05;N;N;0.0;0.0;0.0;0.0;84.4;63.5;973.3;1089.9;4000.0
F2009100370;Y09_10;Ambohitsilaozana;lowland;0.3;till;Y0;2009-12-10;N;N;0.0;0.0;0.0;0.0;83.2;67.3;946.1;1089.9;3567.0
F2009100371;Y09_10;Ambohitsilaozana;lowland;0.4;ca;Y1;2009-12-14;N;N;0.0;0.0;0.0;0.0;32.3;112.5;946.0;1089.9;3065.0
F2009100372;Y09_10;Ambohitsilaozana;lowland;0.2;till;Y0;2009-12-13;N;N;0.0;0.0;0.0;0.0;45.5;97.6;946.0;1089.9;4200.0
F2009100373;Y09_10;Ambohitsilaozana;lowland;0.3;ca;Y1;2009-12-16;N;N;0.0;0.0;0.0;0.0;30.8;90.0;933.9;1089.9;4223.3
F2009100374;Y09_10;Ambohitsilaozana;lowland;0.5;till;Y0;2009-12-03;N;N;0.0;0.0;0.0;0.0;91.5;27.9;1011.0;1089.9;3900.0
F2009100375;Y09_10;Ambohitsilaozana;lowland;0.4;till;Y0;2009-12-13;N;N;0.0;0.0;0.0;0.0;45.5;97.6;946.0;1089.9;3102.5
F2009100376;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y1;2009-12-16;N;N;0.0;0.0;0.0;0.0;30.8;90.0;933.9;1089.9;4120.0
F2009100377;Y09_10;Ambohitsilaozana;lowland;0.2;till;Y0;2009-12-18;N;N;0.0;0.0;0.0;0.0;20.5;133.9;929.1;1089.9;3791.2
F2009100378;Y09_10;Ambohitsilaozana;lowland;1.0;till;Y0;2010-01-15;N;N;0.0;0.0;0.0;0.0;130.6;14.5;718.8;1089.9;3560.0
F2009100379;Y09_10;Ambohitsilaozana;lowland;0.1;till;Y0;2009-12-20;N;N;0.0;0.0;0.0;0.0;20.4;202.7;929.1;1089.9;2358.3
F2009100380;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y2;2009-12-16;N;N;0.0;0.0;0.0;0.0;30.8;90.0;933.9;1089.9;3650.0
F2009100381;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y2;2009-12-20;N;N;0.0;0.0;0.0;0.0;20.4;202.7;929.1;1089.9;4040.0
F2009100382;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y1;2009-12-05;N;N;0.0;0.0;0.0;0.0;84.4;63.5;973.3;1089.9;4900.0
F2009100383;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y1;2009-12-04;N;N;0.0;0.0;0.0;0.0;84.4;57.7;973.3;1089.9;4600.0
F2009100384;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y1;2009-12-13;N;N;0.0;0.0;0.0;0.0;45.5;97.6;946.0;1089.9;4605.0
F2009100385;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y2;2009-12-29;N;N;0.0;0.0;0.0;0.0;63.9;342.6;927.9;1089.9;4100.0
F2009100386;Y09_10;Antsahamamy;hillside;0.1;till;Y0;2009-12-29;N;N;0.0;0.0;0.0;0.0;123.2;215.7;791.3;939.0;2200.0
F2009100387;Y09_10;Antsahamamy;hillside;1.0;ca;Y1;2009-12-28;N;N;0.0;0.0;0.0;0.0;68.2;239.7;802.0;939.0;2700.0
F2009100388;Y09_10;Ambohitsilaozana;lowland;0.9;till;Y0;2009-12-18;N;N;0.0;0.0;0.0;0.0;20.5;133.9;929.1;1089.9;666.7
F2009100389;Y09_10;Ambohitsilaozana;lowland;0.5;till;Y0;2009-12-19;N;N;0.0;0.0;0.0;0.0;20.4;164.9;929.1;1089.9;2300.0
F2009100390;Y09_10;Ambohitsilaozana;lowland;2.0;till;Y0;2009-12-09;N;N;0.0;0.0;0.0;0.0;86.0;67.3;956.4;1089.9;2181.8
F2009100391;Y09_10;Ambohitsilaozana;lowland;0.5;till;Y0;2009-12-18;N;N;0.0;0.0;0.0;0.0;20.5;133.9;929.1;1089.9;2533.3
F2009100392;Y09_10;Ambohitsilaozana;lowland;2.0;ca;Y2;2009-12-20;N;N;0.0;0.0;0.0;0.0;20.4;202.7;929.1;1089.9;750.0
F2009100393;Y09_10;Ambohitsilaozana;lowland;0.2;ca;Y1;2009-12-21;N;N;0.0;0.0;0.0;0.0;20.4;318.6;929.1;1089.9;3255.6
F2009100394;Y09_10;Ambohitsilaozana;lowland;0.1;ca;Y1;2009-12-23;N;N;0.0;0.0;0.0;0.0;7.6;325.1;926.6;1089.9;3300.0
F2009100395;Y09_10;Ambohitsilaozana;lowland;0.6;till;Y0;2009-12-11;N;N;0.0;0.0;0.0;0.0;45.5;67.1;946.1;1089.9;2689.7
F2009100396;Y09_10;Ambohitsilaozana;lowland;0.3;ca;Y1;2010-01-16;N;N;0.0;0.0;0.0;0.0;126.3;12.8;714.7;1089.9;750.0
F2009100397;Y09_10;Ambohitsilaozana;lowland;0.1;till;Y0;2009-12-19;N;N;0.0;0.0;0.0;0.0;20.4;164.9;929.1;1089.9;2100.0
F2009100398;Y09_10;Ambohitsilaozana;lowland;0.5;till;Y0;2009-12-30;N;N;0.0;0.0;0.0;0.0;141.1;344.2;927.9;1089.9;1625.0
F2009100399;Y09_10;Ambohitsilaozana;hillside;0.2;ca;Y1;2009-12-06;N;N;0.0;0.0;0.0;0.0;74.8;63.5;973.3;1089.9;3022.7
F2009100400;Y09_10;Ambongabe;lowland;0.1;ca;Y4+;2009-12-17;N;N;0.0;0.0;0.0;0.0;33.5;128.0;685.3;801.7;4648.0
F2009100401;Y09_10;Ambongabe;lowland;0.2;ca;Y4+;2010-01-02;N;N;0.0;0.0;0.0;0.0;114.2;187.0;648.5;801.7;1981.0
F2009100402;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2010-01-06;N;N;0.0;0.0;0.0;0.0;142.0;8.0;615.6;801.7;2086.9
F2009100403;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-29;N;N;0.0;0.0;0.0;0.0;69.7;299.5;685.3;801.7;2280.0
F2009100404;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-12-27;N;N;0.0;0.0;0.0;0.0;43.9;311.2;685.3;801.7;2495.0
F2009100405;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-12-13;N;N;0.0;0.0;0.0;0.0;53.2;118.0;716.3;801.7;4700.0
F2009100406;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-18;N;N;0.0;0.0;0.0;0.0;31.0;230.5;685.3;801.7;2198.0
F2009100407;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2010-01-02;N;N;0.0;0.0;0.0;0.0;114.2;187.0;648.5;801.7;2280.0
F2009100408;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-23;Y;N;0.0;0.0;0.0;0.0;25.0;406.5;685.3;801.7;1983.5
F2009100409;Y09_10;Ambongabe;lowland;0.4;ca;Y1;2010-01-09;N;N;0.0;0.0;0.0;0.0;112.8;8.0;571.1;801.7;2405.8
F2009100410;Y09_10;Ambongabe;lowland;0.3;ca;Y1;2009-12-13;N;N;0.0;0.0;0.0;0.0;53.2;118.0;716.3;801.7;2095.0
F2009100411;Y09_10;Ambongabe;lowland;0.3;ca;Y1;2009-12-29;N;N;0.0;0.0;0.0;0.0;69.7;299.5;685.3;801.7;1140.0
F2009100412;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-22;Y;N;0.0;0.0;0.0;0.0;25.0;406.5;685.3;801.7;398.0
F2009100413;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-16;N;N;0.0;0.0;0.0;0.0;37.5;118.0;710.3;801.7;1873.0
F2009100414;Y09_10;Ambongabe;lowland;0.5;ca;Y1;2010-01-05;N;N;0.0;0.0;0.0;0.0;129.0;8.0;634.6;801.7;1790.0
F2009100415;Y09_10;Ambongabe;lowland;0.3;ca;Y3;2009-12-09;N;N;0.0;0.0;0.0;0.0;83.5;3.0;722.8;801.7;2195.7
F2009100416;Y09_10;Ambongabe;lowland;0.2;till;Y0;2009-12-08;N;N;0.0;0.0;0.0;0.0;58.5;3.0;727.8;801.7;2081.5
F2009100417;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-18;Y;N;0.0;0.0;0.0;0.0;31.0;230.5;685.3;801.7;3242.5
F2009100418;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-11;N;N;0.0;0.0;0.0;0.0;65.2;16.5;716.3;801.7;2430.0
F2009100419;Y09_10;Ambongabe;lowland;0.5;ca;Y1;2010-01-03;N;N;0.0;0.0;0.0;0.0;114.2;113.0;645.8;801.7;825.6
F2009100420;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-11-20;N;N;0.0;0.0;0.0;0.0;2.3;56.5;776.1;801.7;2027.0
F2009100421;Y09_10;Ambongabe;lowland;0.3;ca;Y1;2009-11-26;N;N;0.0;0.0;0.0;0.0;25.6;14.3;773.8;801.7;819.3
F2009100422;Y09_10;Ambongabe;lowland;0.3;till;Y0;2009-12-12;N;N;0.0;0.0;0.0;0.0;65.2;102.3;716.3;801.7;2083.0
F2009100423;Y09_10;Ambongabe;lowland;0.3;ca;Y1;2009-12-04;N;N;0.0;0.0;0.0;0.0;57.5;0.0;750.5;801.7;2158.3
F2009100424;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-12;N;N;0.0;0.0;0.0;0.0;65.2;102.3;716.3;801.7;2181.0
F2009100425;Y09_10;Ambongabe;lowland;0.2;till;Y0;2009-12-28;N;N;0.0;0.0;0.0;0.0;50.7;299.5;685.3;801.7;2350.0
F2009100426;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-06;Y;Y;0.0;0.0;0.0;0.0;59.0;1.7;738.5;801.7;1540.0
F2009100427;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2010-01-07;N;N;0.0;0.0;0.0;0.0;142.0;8.0;596.6;801.7;2280.0
F2009100428;Y09_10;Ambongabe;lowland;0.8;ca;Y1;2009-12-15;N;N;0.0;0.0;0.0;0.0;42.5;118.0;710.3;801.7;2350.6
F2009100429;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-12-11;N;N;0.0;0.0;0.0;0.0;65.2;16.5;716.3;801.7;4560.0
F2009100430;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-12-15;N;N;0.0;0.0;0.0;0.0;42.5;118.0;710.3;801.7;3457.0
F2009100431;Y09_10;Ambongabe;lowland;0.3;till;Y0;2009-12-15;N;N;0.0;0.0;0.0;0.0;42.5;118.0;710.3;801.7;2085.0
F2009100432;Y09_10;Ambongabe;lowland;0.3;till;Y0;2009-12-10;N;N;0.0;0.0;0.0;0.0;83.5;6.5;718.8;801.7;2089.5
F2009100433;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-07;N;N;0.0;0.0;0.0;0.0;58.5;3.0;738.5;801.7;1890.0
F2009100434;Y09_10;Ambongabe;lowland;0.2;till;Y0;2009-12-19;N;N;0.0;0.0;0.0;0.0;31.0;304.5;685.3;801.7;1989.5
F2009100435;Y09_10;Ambongabe;lowland;0.4;ca;Y1;2009-12-19;Y;N;0.0;0.0;0.0;0.0;31.0;304.5;685.3;801.7;2321.3
F2009100436;Y09_10;Ambongabe;lowland;0.4;ca;Y1;2010-01-05;N;N;0.0;0.0;0.0;0.0;129.0;8.0;634.6;801.7;815.7
F2009100437;Y09_10;Ambongabe;lowland;0.2;till;Y0;2009-12-28;N;N;0.0;0.0;0.0;0.0;50.7;299.5;685.3;801.7;2180.0
F2009100438;Y09_10;Ambongabe;lowland;0.2;till;Y0;2009-12-20;N;N;0.0;0.0;0.0;0.0;31.0;339.3;685.3;801.7;1982.0
F2009100439;Y09_10;Ambongabe;lowland;0.2;till;Y0;2009-12-06;N;N;0.0;0.0;0.0;0.0;59.0;1.7;738.5;801.7;1962.5
F2009100440;Y09_10;Ambongabe;lowland;0.5;till;Y0;2009-12-07;N;N;0.0;0.0;0.0;0.0;58.5;3.0;738.5;801.7;1850.0
F2009100441;Y09_10;Ambongabe;lowland;0.4;till;Y0;2009-12-12;N;N;0.0;0.0;0.0;0.0;65.2;102.3;716.3;801.7;2035.0
F2009100442;Y09_10;Ambongabe;lowland;0.4;ca;Y1;2009-12-11;N;N;0.0;0.0;0.0;0.0;65.2;16.5;716.3;801.7;2380.0
F2009100443;Y09_10;Ambongabe;lowland;0.4;till;Y0;2010-01-06;N;N;0.0;0.0;0.0;0.0;142.0;8.0;615.6;801.7;1981.3
F2009100444;Y09_10;Ambongabe;lowland;0.2;ca;Y1;2009-12-01;N;N;0.0;0.0;0.0;0.0;51.0;14.3;768.8;801.7;2860.0
F2009100445;Y09_10;Ambongabe;lowland;0.1;ca;Y1;2009-12-16;N;N;0.0;0.0;0.0;0.0;37.5;118.0;710.3;801.7;2165.0
F2009100446;Y09_10;Ambongabe;lowland;0.3;till;Y0;2009-12-22;N;N;0.0;0.0;0.0;0.0;25.0;406.5;685.3;801.7;940.4
F2009100447;Y09_10;Ambongabe;lowland;0.1;till;Y0;2009-12-07;N;N;0.0;0.0;0.0;0.0;58.5;3.0;738.5;801.7;2580.0
F2009100448;Y09_10;Ambongabe;lowland;0.2;ca;Y4+;2009-12-18;N;N;0.0;0.0;0.0;0.0;31.0;230.5;685.3;801.7;1980.0
F2009100449;Y09_10;Ambongabe;lowland;0.2;ca;Y3;2009-11-15;N;N;0.0;0.0;0.0;0.0;2.3;53.9;768.1;801.7;2184.0
F2009100450;Y09_10;Ampitatsimo;hillside;0.3;till;Y0;2009-12-31;N;N;0.0;0.0;0.0;0.0;198.6;244.9;731.8;900.1;3200.0
F2009100451;Y09_10;Ampitatsimo;hillside;0.1;till;Y0;2009-12-15;N;N;0.0;0.0;0.0;0.0;41.5;66.6;741.7;900.1;1250.0
F2009100452;Y09_10;Ampitatsimo;hillside;0.3;ca;Y1;2009-12-19;N;N;0.0;0.0;0.0;0.0;18.2;113.6;736.0;900.1;2400.0
F2009100453;Y09_10;Ampitatsimo;hillside;0.5;till;Y0;2009-12-29;N;N;0.0;0.0;0.0;0.0;127.4;244.9;731.8;900.1;900.0
F2009100454;Y09_10;Ampitatsimo;hillside;0.2;ca;Y3;2009-12-30;N;N;0.0;0.0;0.0;0.0;175.4;244.9;731.8;900.1;1750.0
F2009100455;Y09_10;Ampitatsimo;hillside;0.2;ca;Y3;2009-12-13;N;N;0.0;0.0;0.0;0.0;40.9;84.2;746.6;900.1;2500.0
F2009100456;Y09_10;Ampitatsimo;hillside;0.1;till;Y0;2010-01-05;N;N;0.0;0.0;0.0;0.0;224.1;109.7;644.6;900.1;1000.0
F2009100458;Y09_10;Ampitatsimo;hillside;0.4;ca;Y3;2009-12-21;N;N;0.0;0.0;0.0;0.0;18.2;201.4;739.4;900.1;1400.0
F2009100459;Y09_10;Ampitatsimo;hillside;1.0;ca;Y1;2009-12-28;N;N;0.0;0.0;0.0;0.0;97.1;244.9;731.8;900.1;2100.0
F2009100460;Y09_10;Ampitatsimo;hillside;0.3;ca;Y1;2009-12-31;N;N;0.0;0.0;0.0;0.0;198.6;244.9;731.8;900.1;1000.0
F2009100461;Y09_10;Ampitatsimo;hillside;0.3;ca;Y2;2009-12-21;N;N;0.0;0.0;0.0;0.0;18.2;201.4;739.4;900.1;1550.0
